Symbol,Security,SEC filings,GICS Sector,GICS Sub-Industry,Headquarters Location,Date first added,CIK,Founded,url,RISK1: supply chain,RISK1: supply chain (2),RISK1: supply chain (3),RISK2: Litigation,RISK3: Inflation,gvkey,lpermno,datadate,fyear,tic,sic,sic3,td,long_debt_dum,me,l_a,l_sale,div_d,age,atr,smalltaxlosscarry,largetaxlosscarry,l_emp,l_ppent,l_laborratio,Inv,Ch_Cash,Div,Ch_Debt,Ch_Eqty,Ch_WC,CF,td_a,td_mv,mb,prof_a,ppe_a,cash_a,xrd_a,dltt_a,invopps_FG09,sales_g,dv_a,short_debt,_merge
AIG,American International Group,reports,Financials,Property & Casualty Insurance,"New York, New York",1980-03-31,5272,1919,https://en.wikipedia.org/wiki/American_International_Group,1.0,4.0,1.0,5.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
AMT,American Tower Corp.,reports,Real Estate,Specialized REITs,"Boston, Massachusetts",2007-11-19,1053507,1995,https://en.wikipedia.org/wiki/American_Tower_Corp.,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
AWK,American Water Works,reports,Utilities,Water Utilities,"Camden, New Jersey",2016-03-04,1410636,1886,https://en.wikipedia.org/wiki/American_Water_Works,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
AMP,Ameriprise Financial,reports,Financials,Asset Management & Custody Banks,"Minneapolis, Minnesota",2005-10-03,820027,1894,https://en.wikipedia.org/wiki/Ameriprise_Financial,0.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
ABC,AmerisourceBergen,reports,Health Care,Health Care Distributors,"Chesterbrook, Pennsylvania",2001-08-30,1140859,1985,https://en.wikipedia.org/wiki/AmerisourceBergen,0.0,0.0,1.0,0.0,0.0,31673.0,81540.0,2019-09-30,2019.0,ABC,5122.0,512.0,4493.41,1.0,17022.633,10.575717,12.098427,1.0,0.0,0.11666508,1.0,0.0,3.1354942,7.479591,4.387984,0.009594409,0.022507874,0.0086534815,-0.0033971476,-0.015413671,-0.009152358,0.059566583,0.1147098,0.20883998,1.3610672,0.0613319,0.045198534,0.08613795,0.0,0.11116104,0.5089378,,0.0086534815,0.03093686,both
AME,Ametek,reports,Industrials,Electrical Components & Equipment,"Berwyn, Pennsylvania",2013-09-23,1037868,1930,https://en.wikipedia.org/wiki/Ametek,0.0,0.0,1.0,0.0,0.0,1598.0,85257.0,2019-12-31,2019.0,AME,3823.0,382.0,2954.386,1.0,22848.738,9.1946745,8.548412,1.0,0.0,0.1948599,,,2.9496884,6.5924788,3.6951952,0.116909765,0.003967166,0.01295091,0.013276877,0.00797029,0.0054577356,0.112580664,0.30010343,0.11449722,2.8013246,0.14337076,0.074009106,0.039923575,0.016445633,0.24520266,2.5531797,,0.01295091,0.18293953,both
AMGN,Amgen Inc.,reports,Health Care,Biotechnology,"Thousand Oaks, California",1992-01-02,318154,1980,https://en.wikipedia.org/wiki/Amgen_Inc.,1.0,1.0,1.0,1.0,0.0,1602.0,14008.0,2019-12-31,2019.0,AMGN,2836.0,283.0,30431.0,1.0,142568.8,10.997205,10.0588665,1.0,0.0,0.14182535,1.0,0.0,3.1945832,8.593783,5.4408627,-0.09561693,-0.015207597,0.05877033,-0.075602524,-0.13129114,0.010652018,0.15483947,0.5096722,0.17590193,3.2257993,0.19689484,0.09039141,0.14924549,0.06893664,0.45786926,2.9422405,,0.05877033,0.10163978,both
APH,Amphenol Corp,reports,Information Technology,Electronic Components,"Wallingford, Connecticut",2008-09-30,820313,1932,https://en.wikipedia.org/wiki/Amphenol_Corp,0.0,0.0,1.0,0.0,0.0,14282.0,84769.0,2019-12-31,2019.0,APH,3678.0,367.0,3806.1,1.0,32241.717,9.288735,9.014982,1.0,0.0,0.22321609,1.0,0.0,4.317488,7.087323,2.782422,0.11361472,-0.035883687,0.02584254,0.0053904117,-0.032878738,0.012750219,0.1310619,0.3519116,0.10558476,3.5621948,0.17946465,0.1105543,0.08400906,0.021654107,0.3096297,3.304898,,0.02584254,0.12014923,both
ADI,"Analog Devices, Inc.",reports,Information Technology,Semiconductors,"Norwood, Massachusetts",1999-10-12,6281,1965,"https://en.wikipedia.org/wiki/Analog_Devices,_Inc.",0.0,0.0,1.0,0.0,0.0,1632.0,60871.0,2019-10-31,2019.0,ADI,3674.0,367.0,5491.919,1.0,39272.043,9.970802,8.698025,1.0,0.0,0.08259722,0.0,0.0,2.85647,7.1074166,4.3093157,0.013704994,-0.007865742,0.03634339,-0.03973329,-0.023208074,0.0017816406,0.105124,0.25672,0.12268617,2.2884269,0.122356,0.057028443,0.030305842,0.05283817,0.24271207,1.9990219,,0.036343385,0.05456508,both
ANSS,"ANSYS, Inc.",reports,Information Technology,Application Software,"Canonsburg, Pennsylvania",2017-06-19,1013462,1969,"https://en.wikipedia.org/wiki/ANSYS,_Inc.",0.0,0.0,1.0,0.0,0.0,63080.0,83621.0,2019-12-31,2019.0,ANSS,7372.0,737.0,608.458,1.0,22068.79,8.48444,7.3237596,0.0,0.0,0.13641469,1.0,0.0,1.6292405,5.2486386,3.8323832,0.17226027,0.019623315,0.0,0.10332955,-0.013939983,0.029109174,0.102494024,0.12574337,0.026831212,4.8470435,0.12030576,0.03912201,0.18028568,0.06162781,0.10649122,4.5917425,,0.0,0.1531067,both
ANTM,Anthem,reports,Health Care,Managed Health Care,"Indianapolis, Indiana",2002-07-25,1156039,2014 (1946),https://en.wikipedia.org/wiki/Anthem_(company),0.0,0.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
AON,Aon plc,reports,Financials,Insurance Brokers,"London, United Kingdom",1996-04-23,315293,1982 (1919),https://en.wikipedia.org/wiki/Aon_plc,1.0,2.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
AOS,A.O. Smith Corp,reports,Industrials,Building Products,"Milwaukee, Wisconsin",2017-07-26,91142,1916,https://en.wikipedia.org/wiki/A.O._Smith_Corp,0.0,0.0,1.0,0.0,0.0,9771.0,65402.0,2019-12-31,2019.0,AOS,3630.0,363.0,334.7,1.0,7735.402,8.0255165,8.003931,1.0,0.0,0.21626773,,,2.7788193,6.3857,3.6693184,-0.011085677,0.037377372,0.048790056,0.020470895,-0.09424461,0.0020928711,0.14885546,0.10945062,0.041474074,2.9845004,0.17769784,0.19368869,0.18031393,0.028744277,0.103302814,,,0.04879006,0.056169704,both
APA,APA Corporation,reports,Energy,Oil & Gas Exploration & Production,"Houston, Texas",1997-07-28,6769,1954,https://en.wikipedia.org/wiki/APA_Corporation,1.0,1.0,1.0,1.0,0.0,1678.0,39490.0,2019-12-31,2019.0,APA,1311.0,131.0,8932.0,1.0,9623.452,9.804054,8.745125,1.0,0.0,1.0,0.0,1.0,1.4262359,9.558105,8.406514,0.19031315,-0.025791131,0.02076545,0.012978406,0.00011045452,-0.01369636,0.1721986,0.4932899,0.48136795,1.3517121,0.051250897,0.78190756,0.013641133,0.0,0.483349,1.0069823,,0.02076545,0.020152261,both
AAPL,Apple Inc.,reports,Information Technology,"Technology Hardware, Storage & Peripherals","Cupertino, California",1982-11-30,320193,1977,https://en.wikipedia.org/wiki/Apple_Inc.,4.0,2.0,5.0,1.0,3.0,1690.0,14593.0,2019-09-30,2019.0,AAPL,3663.0,366.0,108047.0,1.0,995151.56,12.7323265,12.469106,1.0,0.0,0.15943837,,,4.9272537,10.528864,5.6088567,-0.13558,0.0718164,0.041708518,-0.023097875,-0.18351789,0.010613974,0.2046757,0.3191784,0.09793976,3.6724396,0.22591843,0.11041723,0.29712036,0.047906157,0.27120432,3.3561287,,0.041708518,0.15030496,both
AMAT,Applied Materials Inc.,reports,Information Technology,Semiconductor Equipment,"Santa Clara, California",1995-03-16,6951,1967,https://en.wikipedia.org/wiki/Applied_Materials_Inc.,1.0,1.0,1.0,1.0,0.0,1704.0,14702.0,2019-10-31,2019.0,AMAT,3559.0,355.0,5313.0,1.0,49702.16,9.8534565,9.589325,1.0,0.0,0.17222393,,,3.1354942,7.333023,4.241327,0.023286374,-0.016347772,0.040527754,0.0,-0.123212785,0.006044996,0.17067914,0.2792788,0.09657338,3.1808326,0.19633095,0.08037216,0.19018082,0.10796888,0.2477397,2.9511995,,0.040527754,0.11293055,both
APTV,Aptiv PLC,reports,Consumer Discretionary,Auto Parts & Equipment,"Dublin, Ireland",2012-12-24,1521332,1994,https://en.wikipedia.org/wiki/Aptiv_PLC,0.0,0.0,1.0,0.0,0.0,118122.0,13103.0,2019-12-31,2019.0,APTV,3714.0,371.0,4787.0,1.0,24244.701,9.507403,9.571993,1.0,0.0,0.11764706,,,4.955827,8.222285,3.2732565,0.082546994,-0.010327661,0.016791739,0.0031205884,-0.033732075,0.013819749,0.11962256,0.35567278,0.16488872,2.517624,0.1590757,0.2765436,0.03180028,0.08655918,0.31948882,2.1507723,,0.016791739,0.10173386,both
ADM,Archer-Daniels-Midland Co,reports,Consumer Staples,Agricultural Products,"Chicago, Illinois",1981-07-29,7084,1902,https://en.wikipedia.org/wiki/Archer-Daniels-Midland_Co,1.0,2.0,1.0,1.0,1.0,1722.0,10516.0,2019-12-31,2019.0,ADM,2070.0,207.0,9877.0,1.0,25816.95,10.691876,11.076837,1.0,0.0,0.13161209,,,3.6661224,9.3127165,5.672412,-0.11953088,-0.019387685,0.01793304,0.0068413755,-0.0034093233,0.17637566,-0.12441757,0.22449258,0.27671358,1.1502136,0.060526855,0.25176716,0.12069005,0.0035002388,0.19212674,0.7904641,,0.01793304,0.14417334,both
ANET,Arista Networks,reports,Information Technology,Communications Equipment,"Santa Clara, California",2018-08-28,1596532,2004,https://en.wikipedia.org/wiki/Arista_Networks,1.0,0.0,1.0,1.0,0.0,20748.0,14714.0,2019-12-31,2019.0,ANET,3576.0,357.0,99.074,1.0,15537.522,8.339332,7.787675,0.0,0.0,0.00278683,1.0,0.0,1.1939225,4.852366,4.0116167,0.06787391,0.11023155,0.0,0.0,-0.05207859,-0.00974795,0.23018405,0.023671955,0.0063360333,4.020779,0.20026067,0.030354647,0.65093887,0.110567965,0.019836618,3.671484,,0.0,0.16202031,both
AJG,Arthur J. Gallagher & Co.,reports,Financials,Insurance Brokers,"Rolling Meadows, Illinois",2016-05-31,354190,1927,https://en.wikipedia.org/wiki/Arthur_J._Gallagher_%26_Co.,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
AIZ,Assurant,reports,Financials,Multi-line Insurance,"New York, New York",2007-04-10,1267238,1892,https://en.wikipedia.org/wiki/Assurant,0.0,1.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
T,AT&T Inc.,reports,Communication Services,Integrated Telecommunication Services,"Dallas, Texas",1983-11-30 (1957-03-04),732717,1983 (1885),https://en.wikipedia.org/wiki/AT%26T_Inc.,1.0,3.0,2.0,1.0,0.0,9899.0,66093.0,2019-12-31,2019.0,T,4812.0,481.0,188402.0,1.0,283508.0,13.220703,12.107716,1.0,0.0,0.20079328,,,5.2522736,10.709606,6.43317,0.030253649,0.0124984365,0.026987197,-0.024871798,-0.0011274876,0.0140990345,0.09573857,0.34151277,0.3992329,1.1799757,0.107466616,0.2794556,0.022210782,0.002312981,0.31379867,0.7521295,,0.026987197,0.08115094,both
ATO,Atmos Energy,reports,Utilities,Gas Utilities,"Dallas, Texas",2019-02-15,731802,1906,https://en.wikipedia.org/wiki/Atmos_Energy,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
ADSK,Autodesk Inc.,reports,Information Technology,Application Software,"San Rafael, California",1989-12-01,769397,1982,https://en.wikipedia.org/wiki/Autodesk_Inc.,0.0,0.0,1.0,0.0,0.0,1878.0,85631.0,2019-01-31,2018.0,ADSK,7370.0,737.0,2087.7,1.0,32295.68,8.461512,7.8515835,0.0,0.0,1.0,1.0,0.0,2.360854,5.015291,2.7468703,0.15021569,-0.040598832,0.0,0.10572613,-0.07316248,-0.017761989,0.0770532,0.44144887,0.060718287,7.8735895,0.026579548,0.031654403,0.20164087,0.15330288,0.44144887,7.2380066,,0.0,0.0,both
ADP,Automatic Data Processing,reports,Information Technology,Data Processing & Outsourced Services,"Roseland, New Jersey",1981-03-31,8670,1949,https://en.wikipedia.org/wiki/Automatic_Data_Processing,0.0,0.0,1.0,0.0,0.0,1891.0,44644.0,2019-06-30,2019.0,ADP,7374.0,737.0,2266.7,1.0,71786.29,10.642748,9.559249,1.0,0.0,0.2371573,1.0,0.0,4.0775375,6.640137,2.5783865,0.052466474,0.00606622,0.03086825,0.006204685,-0.020645678,-0.011564254,0.103841946,0.054113735,0.030609163,2.5848658,0.08331324,0.018244019,0.046784617,0.015190617,0.047799233,1.755297,,0.03086825,0.116689466,both
AZO,AutoZone Inc,reports,Consumer Discretionary,Specialty Stores,"Memphis, Tennessee",1997-01-02,866787,1979,https://en.wikipedia.org/wiki/AutoZone_Inc,0.0,0.0,1.0,0.0,0.0,23809.0,76605.0,2019-08-31,2019.0,AZO,5531.0,553.0,5386.249,1.0,26482.424,9.199877,9.381242,0.0,0.0,0.20386219,1.0,0.0,4.574711,8.389303,3.8247278,0.049701933,-0.0041960757,0.0,0.015298539,-0.18351789,-0.0052808668,0.21372521,0.54429024,0.16901392,3.849285,0.26064277,0.4445018,0.024682716,0.0,0.53860646,3.2921734,,0.0,0.010442518,both
AVB,AvalonBay Communities,reports,Real Estate,Residential REITs,"Arlington, Virginia[3]",2007-01-10,915912,1978,https://en.wikipedia.org/wiki/AvalonBay_Communities,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
AVY,Avery Dennison Corp,reports,Materials,Paper Packaging,"Glendale, California",1987-12-31,8818,1990,https://en.wikipedia.org/wiki/Avery_Dennison_Corp,0.0,0.0,1.0,0.0,0.0,1913.0,44601.0,2019-12-31,2019.0,AVY,2670.0,267.0,2079.8,1.0,10906.071,8.610465,8.86363,1.0,0.0,0.0,0.0,1.0,3.4339871,7.2077117,3.8057733,0.045729484,0.0039535053,0.034561288,-0.0043543214,-0.04647646,0.015741145,0.13507506,0.37891707,0.16015868,2.7676125,0.18187946,0.24573678,0.055604137,0.016870718,0.29117477,2.3739579,,0.034561288,0.23156072,both
BKR,Baker Hughes Co,reports,Energy,Oil & Gas Equipment & Services,"Houston, Texas",2017-07-07,1701605,2017,https://en.wikipedia.org/wiki/Baker_Hughes,1.0,1.0,1.0,1.0,0.0,32106.0,75034.0,2019-12-31,2019.0,BKR,1389.0,138.0,7464.0,1.0,16661.166,10.884985,10.079036,1.0,0.0,1.0,1.0,0.0,4.2341065,8.863616,4.6439667,0.019580655,-0.0088815605,0.0074013006,-0.010998894,0.0,0.0056961905,0.02909929,0.13985647,0.30938646,0.9012941,0.056549683,0.13245517,0.06087804,0.012872641,0.13007551,0.40543482,,0.0074013006,0.069935694,both
BLL,Ball Corp,reports,Materials,Metal & Glass Containers,"Broomfield, Colorado",1984-10-31,9389,1880,https://en.wikipedia.org/wiki/Ball_Corp,0.0,0.0,1.0,0.0,0.0,1988.0,57568.0,2019-12-31,2019.0,BLL,3411.0,341.0,8056.0,1.0,20994.145,9.761924,9.347839,1.0,0.0,0.11145997,,,2.9601052,8.457443,5.5503297,0.024308756,0.062096775,0.010483871,0.0640553,-0.054435484,-0.011808756,0.08726958,0.4640553,0.2773136,2.0394669,0.10679723,0.27125576,0.104032256,0.0025345623,0.37546083,1.6651709,,0.010483871,0.1909136,both
BAC,Bank of America Corp,reports,Financials,Diversified Banks,"Charlotte, North Carolina",1976-06-30,70858,1998 (1923 / 1874),https://en.wikipedia.org/wiki/Bank_of_America_Corp,2.0,3.0,2.0,8.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
BK,The Bank of New York Mellon,reports,Financials,Asset Management & Custody Banks,"New York, New York",1995-03-31,1390777,1784,https://en.wikipedia.org/wiki/The_Bank_of_New_York_Mellon,1.0,1.0,1.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
BAX,Baxter International Inc.,reports,Health Care,Health Care Equipment,"Deerfield, Illinois",1972-09-30,10456,1931,https://en.wikipedia.org/wiki/Baxter_International_Inc.,1.0,2.0,1.0,3.0,2.0,2086.0,27887.0,2019-12-31,2019.0,BAX,2834.0,283.0,5961.0,1.0,42324.68,9.808792,9.33803,1.0,0.0,0.0,0.0,1.0,3.9318256,8.541105,4.6288867,0.060462814,0.0822844,0.0232507,0.10350135,-0.050239105,0.025999011,0.11273567,0.3276535,0.12345275,2.8931832,0.14983785,0.28142694,0.18331227,0.032704886,0.2923652,2.656603,,0.0232507,0.10770005,both
BDX,Becton Dickinson,reports,Health Care,Health Care Equipment,"Franklin Lakes, New Jersey",1972-09-30,10795,1897,https://en.wikipedia.org/wiki/Becton_Dickinson,0.0,0.0,1.0,0.0,0.0,2111.0,39642.0,2019-09-30,2019.0,BDX,3841.0,384.0,19390.0,1.0,68407.21,10.854469,9.757884,1.0,0.0,0.0,,,4.263989,8.641179,4.3911796,0.014314692,-0.012479475,0.019008983,-0.039292958,0.0,0.011107892,0.06013716,0.3745774,0.22084984,1.9142898,0.097054,0.10932097,0.011977205,0.020515792,0.34929007,1.7060906,,0.019008983,0.067509025,both
BRK.B,Berkshire Hathaway,reports,Financials,Multi-Sector Holdings,"Omaha, Nebraska",2010-02-16,1067983,1839,https://en.wikipedia.org/wiki/Berkshire_Hathaway,1.0,1.0,2.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
BBY,Best Buy Co. Inc.,reports,Consumer Discretionary,Computer & Electronics Retail,"Richfield, Minnesota",1999-06-29,764478,1966,https://en.wikipedia.org/wiki/Best_Buy_Co._Inc.,0.0,0.0,1.0,0.0,0.0,2184.0,85914.0,2019-01-31,2018.0,BBY,5731.0,573.0,1388.0,1.0,15740.246,9.46506,10.666138,1.0,0.0,0.22457626,1.0,0.0,4.836282,7.8284364,2.9997244,-0.03937679,0.06852182,0.038524147,-0.0037206418,-0.11371212,-0.0010851872,0.18510193,0.10758856,0.08103573,1.9638203,0.21207659,0.19455856,0.1692892,0.0,0.103247814,1.3767875,,0.038524147,0.04034582,both
BIO,Bio-Rad Laboratories,reports,Health Care,Life Sciences Tools & Services,"Hercules, California",2020-06-22,12208,1952,https://en.wikipedia.org/wiki/Bio-Rad_Laboratories,0.0,0.0,1.0,0.0,0.0,2220.0,61508.0,2019-12-31,2019.0,BIO,3826.0,382.0,651.134,1.0,11073.518,8.988303,7.745721,0.0,0.0,0.22219726,1.0,0.0,2.2104697,6.5542283,4.458473,0.026082244,0.028529283,0.0,-8.0286096e-05,-0.0023913519,-0.01282792,0.05708316,0.08130171,0.055535465,1.6640723,0.04864588,0.08755392,0.13988234,0.025310721,0.02367341,1.33554,,0.0,0.70882034,both
BIIB,Biogen Inc.,reports,Health Care,Biotechnology,"Cambridge, Massachusetts",2003-11-13,875045,1978,https://en.wikipedia.org/wiki/Biogen_Inc.,0.0,0.0,1.0,0.0,0.0,24468.0,76841.0,2019-12-31,2019.0,BIIB,2836.0,283.0,6441.1,1.0,51690.367,10.212233,9.573447,0.0,0.0,0.1643369,1.0,0.0,2.1282318,8.20939,6.207638,-0.017276008,0.062021054,0.0,0.0,-0.18351789,-0.007608053,0.26021963,0.23650691,0.1108023,2.4080467,0.29257223,0.13491443,0.1643479,0.091667496,0.17888105,2.1718378,,0.0,0.24365403,both
BLK,BlackRock,reports,Financials,Asset Management & Custody Banks,"New York, New York",2011-04-04,1364742,1988,https://en.wikipedia.org/wiki/BlackRock,0.0,3.0,1.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
BA,Boeing Company,reports,Industrials,Aerospace & Defense,"Chicago, Illinois",1957-03-04,12927,1916,https://en.wikipedia.org/wiki/Boeing_Company,1.0,1.0,1.0,1.0,1.0,2285.0,19561.0,2019-12-31,2019.0,BA,3721.0,372.0,28532.0,1.0,183373.23,11.802793,11.348263,1.0,0.0,0.0,,,5.0882134,9.5240555,4.4419575,0.011449954,0.01315622,0.034649204,0.09891862,-0.021260992,0.03470159,-0.018402245,0.21352293,0.13464509,2.4367838,0.05874649,0.10240599,0.07506081,0.024089804,0.1567072,1.5888022,,0.034649204,0.2660872,both
BKNG,Booking Holdings Inc,reports,Consumer Discretionary,Internet & Direct Marketing Retail,"Norwalk, Connecticut",2009-11-06,1075531,1996,https://en.wikipedia.org/wiki/Booking_Holdings_Inc,0.0,0.0,1.0,0.0,0.0,119314.0,86783.0,2019-12-31,2019.0,BKNG,7370.0,737.0,9251.0,1.0,85059.336,9.97124,9.620195,0.0,0.0,0.18345082,1.0,0.0,3.310543,7.2145042,3.9404044,-0.32940847,0.17227362,0.0,-0.0011681152,-0.18351789,0.025651809,0.22656761,0.4322493,0.09809105,4.697147,0.2751612,0.06345201,0.34249136,0.0,0.37856275,4.5254555,,0.0,0.12420279,both
BWA,BorgWarner,reports,Consumer Discretionary,Auto Parts & Equipment,"Auburn Hills, Michigan",2011-12-19,908255,1880,https://en.wikipedia.org/wiki/BorgWarner,0.0,0.0,1.0,0.0,0.0,28742.0,79545.0,2019-12-31,2019.0,BWA,3714.0,371.0,2045.0,1.0,8953.9795,9.180087,9.227001,1.0,0.0,0.38550246,1.0,0.0,3.4011974,8.010028,4.6423993,0.05040198,0.0095856525,0.014430014,-0.014533086,-0.010307153,0.023294166,0.09925789,0.21078128,0.18592633,1.4378457,0.17182024,0.3102453,0.08575551,0.042568542,0.17944753,1.117632,,0.014430014,0.14865525,both
BXP,Boston Properties,reports,Real Estate,Office REITs,"Boston, Massachusetts",2006-04-03,1037540,1970,https://en.wikipedia.org/wiki/Boston_Properties,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
BSX,Boston Scientific,reports,Health Care,Health Care Equipment,"Marlborough, Massachusetts[4]",1995-02-24,885725,1979,https://en.wikipedia.org/wiki/Boston_Scientific,0.0,2.0,1.0,3.0,1.0,25279.0,77605.0,2019-12-31,2019.0,BSX,3845.0,384.0,10351.0,1.0,63078.418,10.327611,9.281264,0.0,0.0,0.0,,,3.6109178,7.7898684,4.2059355,0.1649272,-0.0072632097,0.0,0.09141175,0.0018975952,0.0052674627,0.06435465,0.33865532,0.1409653,2.6097307,0.10076886,0.07901194,0.018419761,0.038409945,0.29013577,2.377871,,0.0,0.14327118,both
BMY,Bristol-Myers Squibb,reports,Health Care,Health Care Distributors,"New York, New York",1957-03-04,14272,1989,https://en.wikipedia.org/wiki/Bristol-Myers_Squibb,1.0,2.0,1.0,1.0,1.0,2403.0,19393.0,2019-12-31,2019.0,BMY,2834.0,283.0,47538.0,1.0,144491.69,11.774858,10.171413,1.0,0.0,0.3058135,,,3.4339871,8.847504,5.4461627,0.07518624,0.045473434,0.020616574,0.13585083,-0.056178045,-0.023179216,0.06160346,0.3658345,0.24755548,1.7148747,0.065774485,0.053530753,0.11845872,0.047312688,0.33906144,1.1584063,,0.020616574,0.07318356,both
AVGO,Broadcom Inc.,reports,Information Technology,Semiconductors,"San Jose, California",2014-05-08,1730168,1961,https://en.wikipedia.org/wiki/Broadcom_Inc.,1.0,2.0,1.0,2.0,1.0,180711.0,93002.0,2019-10-31,2019.0,AVGO,3674.0,367.0,32798.0,1.0,116554.3,11.11978,10.025573,1.0,0.0,0.0,1.0,0.0,2.9957323,7.8501034,4.905275,0.22849777,0.011304876,0.06274725,0.1960796,-0.03667047,0.0032595973,0.14314076,0.48594669,0.21960157,2.357375,0.15280104,0.03800394,0.074896656,0.06957758,0.4446535,2.2459855,,0.06274725,0.08497469,both
BR,Broadridge Financial Solutions,reports,Information Technology,Data Processing & Outsourced Services,"Lake Success, New York",2018-06-18,1383312,1962,https://en.wikipedia.org/wiki/Broadridge_Financial_Solutions,0.0,0.0,1.0,0.0,0.0,176928.0,91849.0,2019-06-30,2019.0,BR,7373.0,737.0,1470.4,1.0,14593.824,8.263771,8.380732,1.0,0.0,0.2061584,1.0,0.0,2.4849067,5.247024,2.8438518,0.11170665,0.0023707063,0.054423172,0.10709408,-0.09449326,0.039503183,0.1558997,0.3789007,0.09153259,4.470076,0.21266782,0.048702553,0.07047698,0.0,0.3789007,4.169818,,0.054423172,0.0,both
BF.B,Brown-Forman Corp.,reports,Consumer Staples,Distillers & Vintners,"Louisville, Kentucky",1982-10-31,14693,1870,https://en.wikipedia.org/wiki/Brown-Forman_Corp.,0.0,0.0,1.0,0.0,0.0,2435.0,29946.0,2019-04-30,2018.0,BF.B,2085.0,208.0,2440.0,1.0,25428.496,8.544614,8.108924,1.0,0.0,0.19865642,1.0,0.0,1.7404661,6.705639,5.156852,0.023156255,0.013232146,0.06032302,-0.013815917,-0.042420704,0.03171823,0.15294805,0.47480056,0.08755406,5.6276503,0.23370306,0.15878576,0.05973925,0.0,0.44561198,5.413225,,0.06032302,0.06147541,both
CHRW,C. H. Robinson Worldwide,reports,Industrials,Air Freight & Logistics,"Eden Prairie, Minnesota",2007-03-02,1043277,1905,https://en.wikipedia.org/wiki/C._H._Robinson_Worldwide,0.0,0.0,1.0,0.0,0.0,65609.0,85459.0,2019-12-31,2019.0,CHRW,4213.0,421.0,1556.057,1.0,10548.789,8.4426985,9.6362295,1.0,0.0,0.22268432,1.0,0.0,2.7989264,6.254373,3.5163298,0.024354134,0.014919651,0.059854,-0.024132418,-0.056337778,-0.027535735,0.17959799,0.3352805,0.12854826,2.9129379,0.1906084,0.11188888,0.09649908,0.0,0.29128948,2.634347,,0.059853997,0.13120663,both
COG,Cabot Oil & Gas,reports,Energy,Oil & Gas Exploration & Production,"Houston, Texas",2008-06-23,858470,1989,https://en.wikipedia.org/wiki/Cabot_Oil_%26_Gas,0.0,0.0,1.0,0.0,0.0,20548.0,76082.0,2019-12-31,2019.0,COG,1311.0,131.0,1255.826,1.0,6927.874,8.408995,7.633504,1.0,0.0,0.24344385,1.0,0.0,0.43631756,8.266838,8.869887,0.12121357,0.047132708,0.032428585,-0.0015599772,-0.11821351,-0.01729658,0.32054836,0.2798657,0.15345456,2.0644364,0.28579876,0.8672631,0.047642373,0.0,0.2597812,1.7355461,,0.032428585,0.071764715,both
CDNS,Cadence Design Systems,reports,Information Technology,Application Software,"San Jose, California",2017-09-18,813672,1988,https://en.wikipedia.org/wiki/Cadence_Design_Systems,0.0,0.0,1.0,0.0,0.0,13421.0,11403.0,2019-12-31,2019.0,CDNS,7372.0,737.0,456.359,1.0,19410.742,8.11887,7.756332,0.0,0.0,0.0,1.0,0.0,2.205854,5.9327703,3.8409712,0.03148672,0.051206578,0.0,-0.029786505,-0.10243162,-0.0018795285,0.21491142,0.1359334,0.022970589,6.155403,0.1863974,0.11205624,0.21005741,0.27878323,0.12832056,5.7806754,,0.0,0.05600415,both
